pq_id,passage,question,answer,start_char
6:145-147_231,قل لا أجد في ما أوحي إلي محرما على طاعم يطعمه إلا أن يكون ميتة أو دما مسفوحا أو لحم خنزير فإنه رجس أو فسقا أهل لغير الله به فمن اضطر غير باغ ولا عاد فإن ربك غفور رحيم. وعلى الذين هادوا حرمنا كل ذي ظفر ومن البقر والغنم حرمنا عليهم شحومهما إلا ما حملت ظهورهما أو الحوايا أو ما اختلط بعظم ذلك جزيناهم ببغيهم وإنا لصادقون. فإن كذبوك فقل ربكم ذو رحمة واسعة ولا يرد بأسه عن القوم المجرمين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,البقر,205
6:145-147_231,قل لا أجد في ما أوحي إلي محرما على طاعم يطعمه إلا أن يكون ميتة أو دما مسفوحا أو لحم خنزير فإنه رجس أو فسقا أهل لغير الله به فمن اضطر غير باغ ولا عاد فإن ربك غفور رحيم. وعلى الذين هادوا حرمنا كل ذي ظفر ومن البقر والغنم حرمنا عليهم شحومهما إلا ما حملت ظهورهما أو الحوايا أو ما اختلط بعظم ذلك جزيناهم ببغيهم وإنا لصادقون. فإن كذبوك فقل ربكم ذو رحمة واسعة ولا يرد بأسه عن القوم المجرمين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الغنم,212
7:73-79_231,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ناقة,91
7:73-79_231,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره قد جاءتكم بينة من ربكم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب أليم. واذكروا إذ جعلكم خلفاء من بعد عاد وبوأكم في الأرض تتخذون من سهولها قصورا وتنحتون الجبال بيوتا فاذكروا آلاء الله ولا تعثوا في الأرض مفسدين. قال الملأ الذين استكبروا من قومه للذين استضعفوا لمن آمن منهم أتعلمون أن صالحا مرسل من ربه قالوا إنا بما أرسل به مؤمنون. قال الذين استكبروا إنا بالذي آمنتم به كافرون. فعقروا الناقة وعتوا عن أمر ربهم وقالوا يا صالح ائتنا بما تعدنا إن كنت من المرسلين. فأخذتهم الرجفة فأصبحوا في دارهم جاثمين. فتولى عنهم وقال يا قوم لقد أبلغتكم رسالة ربي ونصحت لكم ولكن لا تحبون الناصحين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الناقة,480
7:103-108_231,ثم بعثنا من بعدهم موسى بآياتنا إلى فرعون وملئه فظلموا بها فانظر كيف كان عاقبة المفسدين. وقال موسى يا فرعون إني رسول من رب العالمين. حقيق على أن لا أقول على الله إلا الحق قد جئتكم ببينة من ربكم فأرسل معي بني إسرائيل. قال إن كنت جئت بآية فأت بها إن كنت من الصادقين. فألقى عصاه فإذا هي ثعبان مبين. ونزع يده فإذا هي بيضاء للناظرين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ثعبان,283
7:130-136_231,ولقد أخذنا آل فرعون بالسنين ونقص من الثمرات لعلهم يذكرون. فإذا جاءتهم الحسنة قالوا لنا هذه وإن تصبهم سيئة يطيروا بموسى ومن معه ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون. وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين. فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين. ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل. فلما كشفنا عنهم الرجز إلى أجل هم بالغوه إذا هم ينكثون. فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الجراد,258
7:130-136_231,ولقد أخذنا آل فرعون بالسنين ونقص من الثمرات لعلهم يذكرون. فإذا جاءتهم الحسنة قالوا لنا هذه وإن تصبهم سيئة يطيروا بموسى ومن معه ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون. وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين. فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين. ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل. فلما كشفنا عنهم الرجز إلى أجل هم بالغوه إذا هم ينكثون. فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,القمل,266
7:130-136_231,ولقد أخذنا آل فرعون بالسنين ونقص من الثمرات لعلهم يذكرون. فإذا جاءتهم الحسنة قالوا لنا هذه وإن تصبهم سيئة يطيروا بموسى ومن معه ألا إنما طائرهم عند الله ولكن أكثرهم لا يعلمون. وقالوا مهما تأتنا به من آية لتسحرنا بها فما نحن لك بمؤمنين. فأرسلنا عليهم الطوفان والجراد والقمل والضفادع والدم آيات مفصلات فاستكبروا وكانوا قوما مجرمين. ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل. فلما كشفنا عنهم الرجز إلى أجل هم بالغوه إذا هم ينكثون. فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الضفادع,273
7:150-153_231,ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي أعجلتم أمر ربكم وألقى الألواح وأخذ برأس أخيه يجره إليه قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين. قال رب اغفر لي ولأخي وأدخلنا في رحمتك وأنت أرحم الراحمين. إن الذين اتخذوا العجل سينالهم غضب من ربهم وذلة في الحياة الدنيا وكذلك نجزي المفترين. والذين عملوا السيئات ثم تابوا من بعدها وآمنوا إن ربك من بعدها لغفور رحيم.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,العجل,286
7:159-162_231,ومن قوم موسى أمة يهدون بالحق وبه يعدلون. وقطعناهم اثنتي عشرة أسباطا أمما وأوحينا إلى موسى إذ استسقاه قومه أن اضرب بعصاك الحجر فانبجست منه اثنتا عشرة عينا قد علم كل أناس مشربهم وظللنا عليهم الغمام وأنزلنا عليهم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون. وإذ قيل لهم اسكنوا هذه القرية وكلوا منها حيث شئتم وقولوا حطة وادخلوا الباب سجدا نغفر لكم خطيئاتكم سنزيد المحسنين. فبدل الذين ظلموا منهم قولا غير الذي قيل لهم فأرسلنا عليهم رجزا من السماء بما كانوا يظلمون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,السلوى,216
7:163-166_231,واسألهم عن القرية التي كانت حاضرة البحر إذ يعدون في السبت إذ تأتيهم حيتانهم يوم سبتهم شرعا ويوم لا يسبتون لا تأتيهم كذلك نبلوهم بما كانوا يفسقون. وإذ قالت أمة منهم لم تعظون قوما الله مهلكهم أو معذبهم عذابا شديدا قالوا معذرة إلى ربكم ولعلهم يتقون. فلما نسوا ما ذكروا به أنجينا الذين ينهون عن السوء وأخذنا الذين ظلموا بعذاب بئيس بما كانوا يفسقون. فلما عتوا عن ما نهوا عنه قلنا لهم كونوا قردة خاسئين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,قردة,385
7:175-178_231,واتل عليهم نبأ الذي آتيناه آياتنا فانسلخ منها فأتبعه الشيطان فكان من الغاوين. ولو شئنا لرفعناه بها ولكنه أخلد إلى الأرض واتبع هواه فمثله كمثل الكلب إن تحمل عليه يلهث أو تتركه يلهث ذلك مثل القوم الذين كذبوا بآياتنا فاقصص القصص لعلهم يتفكرون. ساء مثلا القوم الذين كذبوا بآياتنا وأنفسهم كانوا يظلمون. من يهد الله فهو المهتدي ومن يضلل فأولئك هم الخاسرون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الكلب,142
8:55-61_231,إن شر الدواب عند الله الذين كفروا فهم لا يؤمنون. الذين عاهدت منهم ثم ينقضون عهدهم في كل مرة وهم لا يتقون. فإما تثقفنهم في الحرب فشرد بهم من خلفهم لعلهم يذكرون. وإما تخافن من قوم خيانة فانبذ إليهم على سواء إن الله لا يحب الخائنين. ولا يحسبن الذين كفروا سبقوا إنهم لا يعجزون. وأعدوا لهم ما استطعتم من قوة ومن رباط الخيل ترهبون به عدو الله وعدوكم وآخرين من دونهم لا تعلمونهم الله يعلمهم وما تنفقوا من شيء في سبيل الله يوف إليكم وأنتم لا تظلمون. وإن جنحوا للسلم فاجنح لها وتوكل على الله إنه هو السميع العليم.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الخيل,312
11:61-68_231,وإلى ثمود أخاهم صالحا قال يا قوم اعبدوا الله ما لكم من إله غيره هو أنشأكم من الأرض واستعمركم فيها فاستغفروه ثم توبوا إليه إن ربي قريب مجيب. قالوا يا صالح قد كنت فينا مرجوا قبل هذا أتنهانا أن نعبد ما يعبد آباؤنا وإننا لفي شك مما تدعونا إليه مريب. قال يا قوم أرأيتم إن كنت على بينة من ربي وآتاني منه رحمة فمن ينصرني من الله إن عصيته فما تزيدونني غير تخسير. ويا قوم هذه ناقة الله لكم آية فذروها تأكل في أرض الله ولا تمسوها بسوء فيأخذكم عذاب قريب. فعقروها فقال تمتعوا في داركم ثلاثة أيام ذلك وعد غير مكذوب. فلما جاء أمرنا نجينا صالحا والذين آمنوا معه برحمة منا ومن خزي يومئذ إن ربك هو القوي العزيز. وأخذ الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين. كأن لم يغنوا فيها ألا إن ثمود كفروا ربهم ألا بعدا لثمود.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ناقة,367
11:69-76_231,ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما قال سلام فما لبث أن جاء بعجل حنيذ. فلما رأى أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة قالوا لا تخف إنا أرسلنا إلى قوم لوط. وامرأته قائمة فضحكت فبشرناها بإسحاق ومن وراء إسحاق يعقوب. قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا إن هذا لشيء عجيب. قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد. فلما ذهب عن إبراهيم الروع وجاءته البشرى يجادلنا في قوم لوط. إن إبراهيم لحليم أواه منيب. يا إبراهيم أعرض عن هذا إنه قد جاء أمر ربك وإنهم آتيهم عذاب غير مردود.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,عجل,69
12:11-15_231,قالوا يا أبانا ما لك لا تأمنا على يوسف وإنا له لناصحون. أرسله معنا غدا يرتع ويلعب وإنا له لحافظون. قال إني ليحزنني أن تذهبوا به وأخاف أن يأكله الذئب وأنتم عنه غافلون. قالوا لئن أكله الذئب ونحن عصبة إنا إذا لخاسرون. فلما ذهبوا به وأجمعوا أن يجعلوه في غيابت الجب وأوحينا إليه لتنبئنهم بأمرهم هذا وهم لا يشعرون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الذئب,143
12:16-18_231,وجاءوا أباهم عشاء يبكون. قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف عند متاعنا فأكله الذئب وما أنت بمؤمن لنا ولو كنا صادقين. وجاءوا على قميصه بدم كذب قال بل سولت لكم أنفسكم أمرا فصبر جميل والله المستعان على ما تصفون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الذئب,85
12:36-42_231,ودخل معه السجن فتيان قال أحدهما إني أراني أعصر خمرا وقال الآخر إني أراني أحمل فوق رأسي خبزا تأكل الطير منه نبئنا بتأويله إنا نراك من المحسنين. قال لا يأتيكما طعام ترزقانه إلا نبأتكما بتأويله قبل أن يأتيكما ذلكما مما علمني ربي إني تركت ملة قوم لا يؤمنون بالله وهم بالآخرة هم كافرون. واتبعت ملة آبائي إبراهيم وإسحاق ويعقوب ما كان لنا أن نشرك بالله من شيء ذلك من فضل الله علينا وعلى الناس ولكن أكثر الناس لا يشكرون. يا صاحبي السجن أأرباب متفرقون خير أم الله الواحد القهار. ما تعبدون من دونه إلا أسماء سميتموها أنتم وآباؤكم ما أنزل الله بها من سلطان إن الحكم إلا لله أمر ألا تعبدوا إلا إياه ذلك الدين القيم ولكن أكثر الناس لا يعلمون. يا صاحبي السجن أما أحدكما فيسقي ربه خمرا وأما الآخر فيصلب فتأكل الطير من رأسه قضي الأمر الذي فيه تستفتيان. وقال للذي ظن أنه ناج منهما اذكرني عند ربك فأنساه الشيطان ذكر ربه فلبث في السجن بضع سنين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الطير,97
12:43-49_231,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون. قالوا أضغاث أحلام وما نحن بتأويل الأحلام بعالمين. وقال الذي نجا منهما وادكر بعد أمة أنا أنبئكم بتأويله فأرسلون. يوسف أيها الصديق أفتنا في سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع إلى الناس لعلهم يعلمون. قال تزرعون سبع سنين دأبا فما حصدتم فذروه في سنبله إلا قليلا مما تأكلون. ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون. ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,بقرات,23
12:43-49_231,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون. قالوا أضغاث أحلام وما نحن بتأويل الأحلام بعالمين. وقال الذي نجا منهما وادكر بعد أمة أنا أنبئكم بتأويله فأرسلون. يوسف أيها الصديق أفتنا في سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع إلى الناس لعلهم يعلمون. قال تزرعون سبع سنين دأبا فما حصدتم فذروه في سنبله إلا قليلا مما تأكلون. ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون. ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,بقرات,273
12:63-66_231,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون. قال هل آمنكم عليه إلا كما أمنتكم على أخيه من قبل فالله خير حافظا وهو أرحم الراحمين. ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم قالوا يا أبانا ما نبغي هذه بضاعتنا ردت إلينا ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير ذلك كيل يسير. قال لن أرسله معكم حتى تؤتون موثقا من الله لتأتنني به إلا أن يحاط بكم فلما آتوه موثقهم قال الله على ما نقول وكيل.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,بعير,295
12:69-76_231,ولما دخلوا على يوسف آوى إليه أخاه قال إني أنا أخوك فلا تبتئس بما كانوا يعملون. فلما جهزهم بجهازهم جعل السقاية في رحل أخيه ثم أذن مؤذن أيتها العير إنكم لسارقون. قالوا وأقبلوا عليهم ماذا تفقدون. قالوا نفقد صواع الملك ولمن جاء به حمل بعير وأنا به زعيم. قالوا تالله لقد علمتم ما جئنا لنفسد في الأرض وما كنا سارقين. قالوا فما جزاؤه إن كنتم كاذبين. قالوا جزاؤه من وجد في رحله فهو جزاؤه كذلك نجزي الظالمين. فبدأ بأوعيتهم قبل وعاء أخيه ثم استخرجها من وعاء أخيه كذلك كدنا ليوسف ما كان ليأخذ أخاه في دين الملك إلا أن يشاء الله نرفع درجات من نشاء وفوق كل ذي علم عليم.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,بعير,231
16:1-9_231,أتى أمر الله فلا تستعجلوه سبحانه وتعالى عما يشركون. ينزل الملائكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون. خلق السماوات والأرض بالحق تعالى عما يشركون. خلق الإنسان من نطفة فإذا هو خصيم مبين. والأنعام خلقها لكم فيها دفء ومنافع ومنها تأكلون. ولكم فيها جمال حين تريحون وحين تسرحون. وتحمل أثقالكم إلى بلد لم تكونوا بالغيه إلا بشق الأنفس إن ربكم لرءوف رحيم. والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون. وعلى الله قصد السبيل ومنها جائر ولو شاء لهداكم أجمعين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الخيل,385
16:1-9_231,أتى أمر الله فلا تستعجلوه سبحانه وتعالى عما يشركون. ينزل الملائكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون. خلق السماوات والأرض بالحق تعالى عما يشركون. خلق الإنسان من نطفة فإذا هو خصيم مبين. والأنعام خلقها لكم فيها دفء ومنافع ومنها تأكلون. ولكم فيها جمال حين تريحون وحين تسرحون. وتحمل أثقالكم إلى بلد لم تكونوا بالغيه إلا بشق الأنفس إن ربكم لرءوف رحيم. والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون. وعلى الله قصد السبيل ومنها جائر ولو شاء لهداكم أجمعين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,البغال,392
16:1-9_231,أتى أمر الله فلا تستعجلوه سبحانه وتعالى عما يشركون. ينزل الملائكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون. خلق السماوات والأرض بالحق تعالى عما يشركون. خلق الإنسان من نطفة فإذا هو خصيم مبين. والأنعام خلقها لكم فيها دفء ومنافع ومنها تأكلون. ولكم فيها جمال حين تريحون وحين تسرحون. وتحمل أثقالكم إلى بلد لم تكونوا بالغيه إلا بشق الأنفس إن ربكم لرءوف رحيم. والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون. وعلى الله قصد السبيل ومنها جائر ولو شاء لهداكم أجمعين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الحمير,400
16:65-69_231,والله أنزل من السماء ماء فأحيا به الأرض بعد موتها إن في ذلك لآية لقوم يسمعون. وإن لكم في الأنعام لعبرة نسقيكم مما في بطونه من بين فرث ودم لبنا خالصا سائغا للشاربين. ومن ثمرات النخيل والأعناب تتخذون منه سكرا ورزقا حسنا إن في ذلك لآية لقوم يعقلون. وأوحى ربك إلى النحل أن اتخذي من الجبال بيوتا ومن الشجر ومما يعرشون. ثم كلي من كل الثمرات فاسلكي سبل ربك ذللا يخرج من بطونها شراب مختلف ألوانه فيه شفاء للناس إن في ذلك لآية لقوم يتفكرون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,النحل,260
16:77-79_231,ولله غيب السماوات والأرض وما أمر الساعة إلا كلمح البصر أو هو أقرب إن الله على كل شيء قدير. والله أخرجكم من بطون أمهاتكم لا تعلمون شيئا وجعل لكم السمع والأبصار والأفئدة لعلكم تشكرون. ألم يروا إلى الطير مسخرات في جو السماء ما يمسكهن إلا الله إن في ذلك لآيات لقوم يؤمنون.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الطير,195
16:114-119_231,فكلوا مما رزقكم الله حلالا طيبا واشكروا نعمت الله إن كنتم إياه تعبدون. إنما حرم عليكم الميتة والدم ولحم الخنزير وما أهل لغير الله به فمن اضطر غير باغ ولا عاد فإن الله غفور رحيم. ولا تقولوا لما تصف ألسنتكم الكذب هذا حلال وهذا حرام لتفتروا على الله الكذب إن الذين يفترون على الله الكذب لا يفلحون. متاع قليل ولهم عذاب أليم. وعلى الذين هادوا حرمنا ما قصصنا عليك من قبل وما ظلمناهم ولكن كانوا أنفسهم يظلمون. ثم إن ربك للذين عملوا السوء بجهالة ثم تابوا من بعد ذلك وأصلحوا إن ربك من بعدها لغفور رحيم.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الخنزير,104
17:59-60_231,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الناقة,61
18:17-20_231,وترى الشمس إذا طلعت تزاور عن كهفهم ذات اليمين وإذا غربت تقرضهم ذات الشمال وهم في فجوة منه ذلك من آيات الله من يهد الله فهو المهتد ومن يضلل فلن تجد له وليا مرشدا. وتحسبهم أيقاظا وهم رقود ونقلبهم ذات اليمين وذات الشمال وكلبهم باسط ذراعيه بالوصيد لو اطلعت عليهم لوليت منهم فرارا ولملئت منهم رعبا. وكذلك بعثناهم ليتساءلوا بينهم قال قائل منهم كم لبثتم قالوا لبثنا يوما أو بعض يوم قالوا ربكم أعلم بما لبثتم فابعثوا أحدكم بورقكم هذه إلى المدينة فلينظر أيها أزكى طعاما فليأتكم برزق منه وليتلطف ولا يشعرن بكم أحدا. إنهم إن يظهروا عليكم يرجموكم أو يعيدوكم في ملتهم ولن تفلحوا إذا أبدا.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,كلب,218
18:21-22_231,وكذلك أعثرنا عليهم ليعلموا أن وعد الله حق وأن الساعة لا ريب فيها إذ يتنازعون بينهم أمرهم فقالوا ابنوا عليهم بنيانا ربهم أعلم بهم قال الذين غلبوا على أمرهم لنتخذن عليهم مسجدا. سيقولون ثلاثة رابعهم كلبهم ويقولون خمسة سادسهم كلبهم رجما بالغيب ويقولون سبعة وثامنهم كلبهم قل ربي أعلم بعدتهم ما يعلمهم إلا قليل فلا تمار فيهم إلا مراء ظاهرا ولا تستفت فيهم منهم أحدا.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,كلب,196
18:60-77_231,وإذ قال موسى لفتاه لا أبرح حتى أبلغ مجمع البحرين أو أمضي حقبا. فلما بلغا مجمع بينهما نسيا حوتهما فاتخذ سبيله في البحر سربا. فلما جاوزا قال لفتاه آتنا غداءنا لقد لقينا من سفرنا هذا نصبا. قال أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان أن أذكره واتخذ سبيله في البحر عجبا. قال ذلك ما كنا نبغ فارتدا على آثارهما قصصا. فوجدا عبدا من عبادنا آتيناه رحمة من عندنا وعلمناه من لدنا علما. قال له موسى هل أتبعك على أن تعلمن مما علمت رشدا. قال إنك لن تستطيع معي صبرا. وكيف تصبر على ما لم تحط به خبرا. قال ستجدني إن شاء الله صابرا ولا أعصي لك أمرا. قال فإن اتبعتني فلا تسألني عن شيء حتى أحدث لك منه ذكرا. فانطلقا حتى إذا ركبا في السفينة خرقها قال أخرقتها لتغرق أهلها لقد جئت شيئا إمرا. قال ألم أقل إنك لن تستطيع معي صبرا. قال لا تؤاخذني بما نسيت ولا ترهقني من أمري عسرا. فانطلقا حتى إذا لقيا غلاما فقتله قال أقتلت نفسا زكية بغير نفس لقد جئت شيئا نكرا. قال ألم أقل لك إنك لن تستطيع معي صبرا. قال إن سألتك عن شيء بعدها فلا تصاحبني قد بلغت من لدني عذرا. فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه قال لو شئت لاتخذت عليه أجرا.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,حوت,90
20:17-24_231,وما تلك بيمينك يا موسى. قال هي عصاي أتوكأ عليها وأهش بها على غنمي ولي فيها مآرب أخرى. قال ألقها يا موسى. فألقاها فإذا هي حية تسعى. قال خذها ولا تخف سنعيدها سيرتها الأولى. واضمم يدك إلى جناحك تخرج بيضاء من غير سوء آية أخرى. لنريك من آياتنا الكبرى. اذهب إلى فرعون إنه طغى.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,حية,121
20:80-82_231,يا بني إسرائيل قد أنجيناكم من عدوكم وواعدناكم جانب الطور الأيمن ونزلنا عليكم المن والسلوى. كلوا من طيبات ما رزقناكم ولا تطغوا فيه فيحل عليكم غضبي ومن يحلل عليه غضبي فقد هوى. وإني لغفار لمن تاب وآمن وعمل صالحا ثم اهتدى.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,السلوى,83
21:78-82_231,وداوود وسليمان إذ يحكمان في الحرث إذ نفشت فيه غنم القوم وكنا لحكمهم شاهدين. ففهمناها سليمان وكلا آتينا حكما وعلما وسخرنا مع داوود الجبال يسبحن والطير وكنا فاعلين. وعلمناه صنعة لبوس لكم لتحصنكم من بأسكم فهل أنتم شاكرون. ولسليمان الريح عاصفة تجري بأمره إلى الأرض التي باركنا فيها وكنا بكل شيء عالمين. ومن الشياطين من يغوصون له ويعملون عملا دون ذلك وكنا لهم حافظين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الطير,144
21:87-88_231,وذا النون إذ ذهب مغاضبا فظن أن لن نقدر عليه فنادى في الظلمات أن لا إله إلا أنت سبحانك إني كنت من الظالمين. فاستجبنا له ونجيناه من الغم وكذلك ننجي المؤمنين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,النون,4
22:30-37_231,ذلك ومن يعظم حرمات الله فهو خير له عند ربه وأحلت لكم الأنعام إلا ما يتلى عليكم فاجتنبوا الرجس من الأوثان واجتنبوا قول الزور. حنفاء لله غير مشركين به ومن يشرك بالله فكأنما خر من السماء فتخطفه الطير أو تهوي به الريح في مكان سحيق. ذلك ومن يعظم شعائر الله فإنها من تقوى القلوب. لكم فيها منافع إلى أجل مسمى ثم محلها إلى البيت العتيق. ولكل أمة جعلنا منسكا ليذكروا اسم الله على ما رزقهم من بهيمة الأنعام فإلهكم إله واحد فله أسلموا وبشر المخبتين. الذين إذا ذكر الله وجلت قلوبهم والصابرين على ما أصابهم والمقيمي الصلاة ومما رزقناهم ينفقون. والبدن جعلناها لكم من شعائر الله لكم فيها خير فاذكروا اسم الله عليها صواف فإذا وجبت جنوبها فكلوا منها وأطعموا القانع والمعتر كذلك سخرناها لكم لعلكم تشكرون. لن ينال الله لحومها ولا دماؤها ولكن يناله التقوى منكم كذلك سخرها لكم لتكبروا الله على ما هداكم وبشر المحسنين.,ما هي انواع الحيوانات التي ذكرت في القرآن؟,الطير,191
